Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32
0.00020231194394036388,0.00022174636359522038,0.00023622113110101275,0.0002523423642561494,0.00029113594984457884,0.0003465500885473935,0.00039826976762087255,0.0004279074198528977,0.0004233604026913774,0.00039266911400371034,0.00033336884156722504,0.0002659784428272092,0.00022508854766878692,0.00017763497659094857,0.00012824663228261094,9.080983488591606e-5,0.00011981877528438791,0.00021668247093902258,0.00033989867257576845,0.0004615137581893309,0.0005841333048239638,0.0006785446607103641,0.0006984768344582088,0.0006255647606217636,0.00046213670100477407,0.00023610824778555735,0.0002139391966445446,0.000487412389701432,0.0007657494183203286,0.0009573642564241277,0.0010562536995758938,0.0010616199582781608
0.00024003948026155172,0.0002986206580239941,0.00035053059869641264,0.0004023099401852948,0.0004469856764869892,0.000487087806760115,0.000528121851285456,0.0005772381316779971,0.0006326459427984305,0.0006798996666854922,0.0007253864579156951,0.0007628576876368941,0.0007859918292697025,0.0008113925332633151,0.0008369361708998101,0.0008660291486266014,0.0009456806406553107,0.00107296016508568,0.0012322484928044709,0.0013906612550853043,0.0014937700153131758,0.0015053905201448644,0.0014399566128701009,0.0012982180196196525,0.001101689290612867,0.0008943178269103368,0.0007158602316511742,0.0006450326917959206,0.0007041016258019109,0.0008403667750149554,0.0009584573669242884,0.0009909086522329382
0.0002158731454295528,0.00025285430674279946,0.0002621446989484465,0.00022616357282749538,0.00015030368249261154,4.6179454884086656e-5,9.038143127567076e-5,0.00021494169189073393,0.0003151365379894229,0.0003834017440092331,0.0004162199669784878,0.00042819712265095586,0.00046268973437629227,0.0005523431441733399,0.0007223962302830981,0.0009696296772238086,0.0012596271725132653,0.0015657569317111086,0.001852995451598342,0.002083120151467714,0.0022201614614349844,0.002244518217435507,0.002130464621481106,0.0019048020570286886,0.0016039714466304293,0.0012926958477431335,0.0010475900972449265,0.0009483288536605984,0.0009757916199596533,0.0010566923017431937,0.0011047771632938647,0.0010956803516873803
0.00019097475056582006,0.0002253922400738596,0.00025390111033409186,0.000274541555322285,0.00028882996188253407,0.00029794248559802375,0.00029241622955201746,0.00027245390913824556,0.00023189886282177024,0.00018035620108726788,0.00012243578221331002,8.427661037946181e-5,8.093736695493951e-5,0.0001276569161521868,0.000240452519488241,0.000399811170847838,0.0006015039582537648,0.000817779801124405,0.0010472787977837974,0.001287928352166628,0.0015017991514009216,0.0016527070938959368,0.0016975808034952313,0.0016284927886273746,0.0014349619890176616,0.0011606581990308154,0.0008679099751050329,0.0006842046598116364,0.0006936266680546997,0.000824305223509313,0.0009418287192610392,0.000983824104069246
0.00015385233741817367,0.0001322378040863253,8.957699937674452e-5,7.946909811687784e-5,0.0001344346489148472,0.0002001165455778463,0.00024898059740765394,0.0002616593333706304,0.0002468806826817346,0.0001988720681314277,0.00013550711642754416,7.940489658504712e-5,5.1397728862182695e-5,6.142039784158276e-5,9.638737185885184e-5,0.00016535146809878746,0.0002576624545098284,0.00032892130292157224,0.00033471568193935874,0.00026189072097606783,0.00026439467686644445,0.0004697685517111327,0.0007408656879016057,0.0009531016509418237,0.0010609184920028227,0.0010393770524770461,0.0009445677531352938,0.0008492269660836126,0.0008009547704272413,0.0008033425660437238,0.0008055960351047562,0.000768444403741361
0.00017466966203246416,0.00017516317092883474,0.00017793033824470522,0.0001908557441640889,0.00021783666109064529,0.0002540478035438526,0.0002855838760401258,0.00030056752286413535,0.0002906448777735559,0.0002585046626988374,0.00020130263431909914,0.00012465317905363505,6.708726933826028e-5,5.352640652806839e-5,9.250191772570449e-5,0.0001673620169380751,0.0002659407187080006,0.0003718979071782252,0.0004671053625605191,0.0005628418511229708,0.000676894703960839,0.0008049834241359229,0.0009405182467781931,0.001048602082077099,0.0010994618658998702,0.0010798805729776522,0.0009890614323308192,0.0008347739937193703,0.0006369031693645165,0.00041579391687650627,0.00023540936518080805,0.0002500257097543957
0.0002704824860164459,0.00024876584711173093,0.00018327622056467133,0.00011003656908366896,0.00015315612724600157,0.00027634572069960313,0.0003884090127472703,0.000452976520922047,0.0004547087606008322,0.000401999897813038,0.0003174979687270985,0.00022613102281113045,0.00014639366536842041,0.00011231332327718031,0.00012254581048664253,0.0002104879394904868,0.00037736803824578246,0.0006026748105639487,0.0008563283467283212,0.0010926252673219001,0.0012466061619579286,0.001273455778480405,0.0011365907118240167,0.0008307426849370038,0.0004125467012775888,5.9124771742611194e-5,0.00043171928295153216,0.0007073076920331206,0.0008459768533347065,0.0008685383597413216,0.0008160031769700403,0.0007407104786356753
0.00035903334356353204,0.0003801172617465274,0.0004002648186925411,0.00043468846805370357,0.0004947834704646277,0.0005724416774043943,0.0006443624002761972,0.0006847118799767414,0.0006784350701783309,0.0006247592333947202,0.0005393069312240686,0.0004358952421171525,0.00033481353308791457,0.0002589005982624279,0.00024430428770490947,0.0003050212512225506,0.0004195387905336836,0.0005963560676379058,0.0008516800969239706,0.0011564798774033047,0.0014469969886997502,0.0016475138245587448,0.001705598585915535,0.0016157463255329024,0.0014232952405311505,0.001197026709956014,0.0010090299311649293,0.000927120607266815,0.0009848245756482153,0.0011231033065545498,0.0012304953542281217,0.0012266434684677062
0.0004265826671039306,0.0003561984830036757,0.00021880511734817187,0.00015666262813216554,0.0003138327305607549,0.00048517670099197647,0.0006069061784812818,0.0006680935065904587,0.0006689168545094822,0.0006009109217023984,0.0004524145617421682,0.00023719325450663107,6.64753589124635e-5,0.000306128661098519,0.0005147851776204477,0.0006068108433470393,0.0005481093788539271,0.00040200273336346305,0.0005206373890492632,0.0009814368149536356,0.0014975889350223055,0.0019019637215451908,0.0021114951958371947,0.0020936142101364392,0.0018630901408831027,0.0014940597470555663,0.001103652745680707,0.0009034667094639094,0.0010484306976727405,0.0013397103454540042,0.0015468516096974673,0.0015675857844263598
0.000660940828787821,0.0007642990543239715,0.000836380192333283,0.0008568279399771717,0.0008042704516544343,0.0006581405597307133,0.00043330885787572215,0.0001814498768175337,0.00027328298623325524,0.0005650354792833117,0.0008220981604938516,0.0010144069404216507,0.001150362151586024,0.0012572543166741673,0.0013346937240515497,0.0013800304362654335,0.0013969696887974378,0.0013785221575807647,0.001349256749689057,0.0013537158605997105,0.001437349320023406,0.0015948784652037248,0.0017478141064759354,0.0017568267448083924,0.0015358972035513236,0.0011020238079031655,0.0006510527813562704,0.0007861240365226463,0.0013248767928597013,0.0017694235085281233,0.001994899293249595,0.0019486958056147614
0.0005744669561404278,0.0006313148606685113,0.0006659760007831039,0.0007034786968452532,0.0007556299831217484,0.0008126471008008208,0.0008632775898632332,0.0009092649977887285,0.00095847624872081,0.001010011273396407,0.0010524513702696,0.0010756918226894154,0.0010960042196788377,0.0011116651757068074,0.001109678631157236,0.0010720740983746607,0.0009974359638632514,0.0008864468230057524,0.0007138687330555097,0.0004650251365349876,0.00039997325667515105,0.0007671723688844907,0.0011561825871166916,0.0013773316489019902,0.0014143105972172767,0.0013637240212562986,0.001369357117610359,0.0015389724514609736,0.00186725849839957,0.0022162596226593598,0.002404778654647836,0.0023111420776952157
0.0003469778384718009,0.0002584280284717934,0.00011557982784930728,0.00016684366804525078,0.0003110023199478994,0.00037450747859229275,0.00034282601864917255,0.00033413330736821754,0.00045430418298423084,0.0005728541148912049,0.0005463788542225209,0.0003559317346323705,9.28963927737452e-5,0.00023827835236636956,0.00040605642989156805,0.0004427457712516313,0.00034263076403778,0.00013377403910492123,0.00029180226197624297,0.0006992777378738425,0.0011153658055334907,0.0014308999103649065,0.0015908057285641734,0.0015538096274272774,0.0012662729929581904,0.000745194314343539,0.00037951201714366125,0.001067449202762341,0.0018743956850331483,0.0024714031519317806,0.0027120929947618663,0.0025638843941213863
0.00038811453560189525,0.00044708943173486435,0.0004609683673914734,0.00043558741697604747,0.0003757450986514183,0.0003026598002950604,0.0002466782080034778,0.00023794601965331194,0.0002969414075175376,0.00041969182628871684,0.0005620311464951609,0.0007104276562784999,0.0008365291552393653,0.0009249428838179419,0.0009181761768689622,0.0008172271567810966,0.000614077662812819,0.00029999011483070086,0.00031679110689173366,0.0008790468631655453,0.001476908376169203,0.001917165992921094,0.002054340552556255,0.0018719864966116203,0.0014062823806770676,0.0008336455563301424,0.0006757677974478565,0.001277841728940613,0.00199589370998568,0.0025432403854245183,0.0027686815449826977,0.0026156453559653277
0.0003059449281317778,0.0003487918965316051,0.00034025048500930415,0.00028715598914631665,0.00021452370629488924,0.00015871042909072116,0.00012919436404134913,8.276341067586602e-5,3.1996888422314194e-5,0.00019203759349471688,0.00039719184643416855,0.000603423445367431,0.0007641579922910393,0.000856856686357029,0.0009306183423031001,0.0010808544121916853,0.001342755572347414,0.0016964586319101465,0.002134751893461822,0.0026103203849223247,0.0029719541795322287,0.0030489755471189346,0.0027427050345707423,0.0021159259321390394,0.001405849415264901,0.0008975496212797242,0.0008010517583310984,0.0011511707365013284,0.0017409303325819127,0.0022836624373542575,0.002539654886705398,0.002406749368917956
0.00023548354001277092,0.00026492050117464376,0.00023800066451896176,0.00016227429390202225,7.610219248123558e-5,2.772391407718756e-5,2.445369643488171e-5,3.470902338995018e-5,0.0001070344051263985,0.00021591360423670018,0.00032317875755079626,0.00040406104673550516,0.00042364838616344074,0.000359794386675382,0.000200200899753512,0.00017872453894421023,0.000694840536611331,0.0014164398885746405,0.002224209107442964,0.002923932785095504,0.003294073842268439,0.003202428754708956,0.0026871370870813925,0.0019219308229495352,0.0011980304297969208,0.000726217110730581,0.000655944022847982,0.0010443715334713375,0.0015735949717040282,0.0019511269403520608,0.0020184917856016483,0.0017830320037632717
0.00025456113245608185,0.00027391859486919904,0.0002673224486882962,0.0002494267578251961,0.0002334356895098426,0.00021680089500209548,0.00020738835687475506,0.00022563449905172706,0.0002477827809480701,0.0002271126385569585,0.0001522088485477533,8.277645699570301e-5,0.0001308350003229948,0.00021537975800821587,0.0002950510538621985,0.0003474784164762462,0.0004448322895544574,0.0007495981551404403,0.0012926333453901213,0.0018871465511794243,0.0022879208084945696,0.0023135391197442816,0.0019716762528060976,0.0013979888192536816,0.0007746994233249635,0.0003805785238492199,0.0007762574154436147,0.001317588470289826,0.0016444619624367295,0.0016139868190431985,0.0012290230174653346,0.0006714489712119928
0.00026256513640888503,0.0002114778696755587,0.00014063361029921072,5.735436467553488e-5,0.00012041824940771551,0.0003006373467553188,0.0004653972441701102,0.0005472867219227915,0.0005185172249268526,0.00040721184370496585,0.00027376253454909985,0.00016292504761324043,6.71621219193081e-5,3.878686295755551e-5,8.383398565683978e-5,6.771954509822435e-5,9.980946208182012e-5,0.0002788305403618616,0.0006312085932358282,0.0011115167843448732,0.001516312670466223,0.0015917961324332824,0.0012537876380673497,0.0006497124302854488,0.0002104726729286755,0.0005565659382680856,0.0008965151429199353,0.0012763477085446064,0.0016846598782128525,0.00191956564891071,0.0018263626085700988,0.0014663257552712677
